CustomerID,cluster
12923.0,2
12924.0,0
12925.0,0
12928.0,0
12929.0,0
12930.0,0
12933.0,0
12935.0,0
12936.0,2
12937.0,2
12938.0,0
12940.0,2
12942.0,2
12944.0,2
12945.0,2
12947.0,1
12948.0,2
12949.0,1
12950.0,1
12951.0,2
12952.0,2
12953.0,0
12955.0,1
12956.0,2
12957.0,1
12962.0,2
12963.0,0
12965.0,2
12966.0,0
12967.0,1
12968.0,2
12970.0,2
12974.0,2
12976.0,2
12977.0,0
12980.0,1
12981.0,2
12982.0,0
12984.0,0
12985.0,2
12987.0,0
12988.0,2
12989.0,1
12990.0,0
12991.0,2
12993.0,0
12994.0,0
12995.0,2
12997.0,1
12999.0,2
13000.0,2
13001.0,1
13002.0,0
13003.0,0
13004.0,1
13005.0,2
13006.0,2
13008.0,2
13011.0,2
13012.0,1
13013.0,1
13014.0,1
13015.0,1
13016.0,0
13018.0,1
13021.0,1
13023.0,0
13026.0,2
13028.0,0
13029.0,2
13030.0,0
13032.0,0
13033.0,2
13034.0,2
13035.0,0
13037.0,0
13038.0,0
13040.0,2
13043.0,2
13044.0,0
13045.0,2
13046.0,0
13047.0,1
13048.0,2
13049.0,0
13052.0,0
13055.0,2
13058.0,0
13059.0,0
13060.0,2
13061.0,0
13062.0,0
13064.0,2
13065.0,0
13066.0,0
13067.0,2
13068.0,0
13069.0,1
13070.0,0
13072.0,2
13075.0,0
13077.0,2
13079.0,2
13080.0,0
13082.0,1
13083.0,2
13085.0,2
13090.0,1
13091.0,2
13092.0,0
13094.0,1
13095.0,2
13097.0,1
13101.0,0
13102.0,1
13103.0,0
13104.0,2
13106.0,0
13107.0,0
13108.0,2
13109.0,0
13110.0,0
13116.0,2
13117.0,2
13118.0,2
13121.0,0
13122.0,0
13124.0,1
13126.0,1
13127.0,2
13130.0,0
13131.0,2
13132.0,0
13133.0,2
13134.0,1
13136.0,1
13137.0,2
13138.0,2
13139.0,1
13140.0,0
13141.0,1
13142.0,2
13144.0,0
13145.0,2
13146.0,2
13147.0,2
13148.0,1
13149.0,0
13151.0,1
13153.0,2
13155.0,0
13157.0,2
13158.0,0
13159.0,2
13160.0,2
13161.0,2
13162.0,2
13165.0,0
13166.0,0
13167.0,0
13168.0,0
13169.0,2
13170.0,2
13171.0,2
13173.0,0
13174.0,2
13176.0,0
13177.0,2
13178.0,1
13182.0,0
13183.0,2
13184.0,0
13186.0,1
13187.0,2
13189.0,0
13192.0,0
13193.0,2
13194.0,0
13196.0,2
13198.0,1
13199.0,1
13200.0,2
13203.0,0
13207.0,0
13208.0,0
13209.0,1
13210.0,0
13211.0,0
13212.0,2
13213.0,2
13216.0,2
13217.0,0
13218.0,2
13220.0,0
13221.0,0
13223.0,0
13224.0,1
13225.0,1
13226.0,2
13227.0,2
13228.0,0
13229.0,2
13230.0,1
13232.0,2
13233.0,0
13235.0,0
13236.0,2
13238.0,0
13239.0,0
13240.0,2
13242.0,2
13243.0,2
13244.0,2
13245.0,2
13246.0,1
13247.0,2
13248.0,2
13249.0,0
13253.0,0
13255.0,0
13258.0,0
13259.0,2
13260.0,2
13261.0,2
13262.0,0
13263.0,1
13265.0,2
13266.0,1
13268.0,1
13269.0,1
13271.0,0
13272.0,2
13273.0,2
13276.0,2
13277.0,0
13278.0,2
13279.0,2
13280.0,2
13282.0,0
13283.0,0
13284.0,2
13285.0,1
13291.0,2
13292.0,0
13294.0,0
13295.0,0
13296.0,0
13297.0,0
13298.0,2
13299.0,0
13300.0,2
13301.0,2
13304.0,2
13305.0,2
13308.0,2
13309.0,2
13310.0,1
13311.0,0
13313.0,2
13314.0,0
13316.0,1
13317.0,1
13318.0,0
13320.0,1
13321.0,0
13322.0,0
13323.0,2
13324.0,1
13325.0,0
13327.0,1
13328.0,2
13329.0,0
13330.0,2
13332.0,2
13334.0,1
13336.0,2
13338.0,0
13339.0,0
13341.0,2
13343.0,0
13344.0,1
13345.0,2
13347.0,2
13348.0,2
13349.0,0
13350.0,0
13351.0,0
13352.0,0
13354.0,2
13355.0,0
13356.0,0
13357.0,2
13358.0,0
13359.0,2
13362.0,1
13363.0,2
13364.0,0
13365.0,1
13368.0,0
13369.0,2
13370.0,2
13372.0,2
13373.0,1
13375.0,0
13376.0,0
13379.0,2
13381.0,1
13382.0,2
13384.0,1
13385.0,2
13388.0,2
13389.0,0
13390.0,0
13394.0,1
13395.0,0
13396.0,1
13397.0,2
13398.0,0
13402.0,2
13403.0,0
13404.0,0
13405.0,2
13410.0,0
13411.0,0
13414.0,2
13416.0,0
13417.0,0
13418.0,1
13419.0,2
13420.0,0
13421.0,0
13422.0,1
13425.0,2
13426.0,1
13427.0,2
13428.0,0
13429.0,2
13430.0,0
13431.0,0
13434.0,0
13435.0,1
13436.0,2
13437.0,1
13439.0,0
13441.0,2
13447.0,2
13448.0,1
13449.0,0
13450.0,2
13451.0,1
13452.0,0
13453.0,0
13455.0,0
13456.0,2
13460.0,2
13461.0,0
13462.0,2
13464.0,0
13466.0,0
13467.0,2
13468.0,1
13470.0,0
13471.0,2
13473.0,0
13474.0,2
13475.0,0
13476.0,2
13477.0,2
13479.0,0
13481.0,1
13482.0,2
13483.0,0
13484.0,0
13485.0,0
13486.0,0
13487.0,0
13488.0,1
13489.0,2
13491.0,0
13492.0,0
13493.0,0
13494.0,0
13495.0,2
13496.0,0
13497.0,0
13499.0,1
13500.0,0
13502.0,0
13503.0,2
13504.0,2
13505.0,1
13506.0,2
13507.0,2
13508.0,2
13509.0,0
13510.0,1
13512.0,2
13513.0,2
13514.0,0
13515.0,0
13516.0,0
13517.0,1
13518.0,2
13519.0,2
13520.0,1
13521.0,2
13522.0,0
13523.0,1
13524.0,0
13525.0,2
13527.0,2
13529.0,2
13531.0,0
13532.0,2
13533.0,2
13536.0,1
13538.0,2
13539.0,2
13544.0,0
13546.0,0
13548.0,2
13549.0,0
13551.0,0
13552.0,1
13555.0,1
13557.0,2
13558.0,2
13560.0,2
13561.0,2
13562.0,0
13563.0,2
13564.0,0
13565.0,2
13566.0,2
13568.0,2
13569.0,0
13570.0,2
13571.0,1
13572.0,0
13573.0,2
13575.0,2
13576.0,1
13577.0,2
13579.0,2
13581.0,2
13583.0,2
13584.0,2
13587.0,2
13588.0,1
13589.0,2
13590.0,1
13591.0,2
13592.0,0
13593.0,2
13594.0,0
13596.0,2
13598.0,2
13600.0,0
13601.0,0
13602.0,2
13603.0,2
13606.0,2
13607.0,2
13610.0,2
13611.0,2
13614.0,0
13615.0,0
13617.0,2
13618.0,2
13621.0,0
13623.0,2
13626.0,2
13627.0,1
13629.0,1
13630.0,1
13631.0,1
13632.0,2
13634.0,2
13635.0,0
13636.0,2
13637.0,0
13638.0,2
13639.0,0
13642.0,2
13643.0,0
13644.0,1
13645.0,2
13647.0,2
13649.0,0
13650.0,0
13651.0,0
13652.0,0
13654.0,2
13655.0,0
13656.0,2
13657.0,2
13658.0,1
13659.0,2
13662.0,1
13663.0,0
13666.0,2
13667.0,0
13668.0,1
13669.0,2
13670.0,2
13672.0,2
13673.0,0
13675.0,0
13678.0,0
13680.0,1
13681.0,2
13682.0,2
13684.0,2
13685.0,1
13686.0,2
13689.0,2
13690.0,0
13692.0,2
13693.0,0
13695.0,2
13697.0,0
13699.0,2
13700.0,1
13704.0,1
13705.0,0
13706.0,2
13707.0,2
13708.0,2
13709.0,1
13710.0,0
13711.0,2
13712.0,2
13715.0,1
13716.0,0
13717.0,0
13718.0,2
13719.0,2
13720.0,0
13721.0,2
13722.0,1
13723.0,2
13725.0,1
13726.0,0
13727.0,2
13728.0,0
13730.0,2
13731.0,2
13732.0,2
13735.0,1
13736.0,2
13737.0,0
13739.0,0
13740.0,0
13741.0,2
13742.0,1
13743.0,2
13744.0,2
13745.0,2
13748.0,0
13750.0,0
13751.0,2
13752.0,2
13753.0,2
13754.0,0
13755.0,1
13756.0,1
13758.0,2
13759.0,2
13760.0,2
13761.0,2
13762.0,2
13763.0,1
13764.0,2
13771.0,1
13772.0,2
13774.0,0
13778.0,2
13780.0,2
13781.0,2
13782.0,2
13784.0,1
13786.0,0
13787.0,2
13790.0,0
13791.0,1
13792.0,0
13799.0,0
13800.0,2
13801.0,0
13802.0,1
13803.0,0
13804.0,1
13805.0,0
13806.0,2
13807.0,0
13808.0,2
13809.0,0
13810.0,2
13811.0,2
13812.0,2
13813.0,0
13814.0,0
13815.0,1
13816.0,2
13817.0,2
13819.0,0
13821.0,0
13822.0,2
13823.0,2
13824.0,0
13826.0,2
13827.0,2
13828.0,2
13831.0,0
13832.0,2
13833.0,2
13835.0,2
13837.0,2
13838.0,2
13842.0,1
13844.0,0
13845.0,2
13846.0,0
13848.0,0
13849.0,0
13850.0,1
13851.0,1
13853.0,1
13854.0,1
13856.0,2
13858.0,2
13859.0,0
13860.0,0
13862.0,1
13863.0,0
13865.0,0
13866.0,0
13867.0,0
13869.0,1
13870.0,1
13871.0,1
13873.0,2
13874.0,2
13875.0,2
13876.0,2
13877.0,0
13878.0,2
13880.0,1
13882.0,1
13883.0,1
13884.0,2
13885.0,0
13886.0,2
13887.0,2
13888.0,2
13889.0,2
13890.0,1
13892.0,2
13893.0,0
13894.0,0
13895.0,1
13897.0,2
13898.0,0
13899.0,2
13900.0,0
13901.0,1
13904.0,2
13908.0,1
13911.0,1
13914.0,0
13917.0,2
13918.0,2
13919.0,0
13922.0,2
13923.0,0
13924.0,1
13925.0,2
13926.0,0
13927.0,0
13928.0,0
13929.0,2
13930.0,0
13931.0,0
13932.0,2
13933.0,2
13934.0,0
13936.0,0
13937.0,2
13938.0,2
13939.0,0
13940.0,0
13941.0,1
13946.0,2
13947.0,0
13948.0,0
13949.0,1
13950.0,0
13951.0,2
13952.0,1
13953.0,1
13954.0,2
13955.0,2
13956.0,2
13958.0,2
13959.0,0
13960.0,2
13962.0,2
13963.0,0
13967.0,2
13969.0,1
13971.0,1
13972.0,2
13973.0,2
13974.0,2
13975.0,1
13976.0,0
13978.0,0
13979.0,0
13980.0,0
13982.0,0
13983.0,0
13984.0,0
13985.0,1
13986.0,0
13988.0,1
13989.0,2
13990.0,0
13991.0,2
13992.0,0
13993.0,1
13994.0,0
13995.0,2
13999.0,1
14000.0,2
14001.0,0
14002.0,2
14004.0,1
14005.0,1
14006.0,0
14009.0,0
14012.0,0
14013.0,2
14014.0,2
14015.0,0
14019.0,2
14020.0,0
14021.0,2
14022.0,2
14023.0,2
14024.0,2
14027.0,0
14029.0,2
14030.0,0
14032.0,1
14034.0,2
14035.0,2
14036.0,0
14037.0,2
14038.0,0
14039.0,2
14040.0,1
14041.0,2
14044.0,2
14045.0,2
14046.0,0
14047.0,1
14048.0,0
14049.0,1
14050.0,2
14052.0,2
14053.0,2
14054.0,0
14055.0,2
14056.0,1
14057.0,1
14059.0,2
14060.0,1
14062.0,1
14064.0,2
14066.0,2
14067.0,2
14068.0,2
14071.0,0
14073.0,0
14075.0,0
14076.0,0
14077.0,2
14078.0,0
14079.0,2
14080.0,0
14081.0,2
14082.0,2
14083.0,0
14085.0,1
14087.0,0
14089.0,2
14092.0,1
14093.0,2
14098.0,2
14099.0,1
14100.0,0
14101.0,1
14102.0,1
14104.0,0
14105.0,1
14107.0,1
14108.0,0
14109.0,0
14110.0,1
14111.0,2
14112.0,1
14113.0,1
14114.0,2
14116.0,2
14117.0,0
14121.0,1
14124.0,2
14125.0,1
14126.0,0
14127.0,0
14128.0,0
14129.0,2
14130.0,0
14132.0,1
14133.0,2
14135.0,1
14138.0,2
14139.0,0
14140.0,0
14141.0,2
14142.0,0
14143.0,2
14145.0,0
14146.0,1
14147.0,2
14148.0,0
14149.0,0
14150.0,2
14152.0,0
14154.0,2
14155.0,2
14157.0,2
14158.0,2
14159.0,1
14161.0,2
14162.0,2
14163.0,0
14164.0,0
14165.0,0
14167.0,0
14171.0,2
14173.0,0
14174.0,2
14175.0,1
14176.0,0
14177.0,0
14178.0,2
14179.0,0
14180.0,1
14184.0,0
14185.0,0
14188.0,1
14191.0,1
14193.0,0
14195.0,2
14196.0,2
14198.0,0
14199.0,2
14201.0,0
14204.0,0
14205.0,2
14206.0,2
14208.0,0
14209.0,0
14210.0,0
14211.0,1
14212.0,2
14213.0,2
14214.0,0
14215.0,0
14216.0,1
14217.0,1
14218.0,2
14219.0,0
14220.0,2
14221.0,1
14222.0,0
14223.0,2
14224.0,2
14226.0,1
14227.0,1
14229.0,0
14231.0,2
14232.0,1
14233.0,0
14234.0,2
14235.0,1
14236.0,0
14237.0,0
14238.0,0
14239.0,1
14240.0,0
14241.0,2
14242.0,0
14243.0,1
14245.0,1
14246.0,0
14247.0,2
14248.0,0
14250.0,2
14251.0,1
14256.0,2
14257.0,1
14259.0,2
14261.0,2
14262.0,1
14264.0,2
14265.0,0
14267.0,1
14270.0,0
14271.0,2
14272.0,0
14273.0,0
14276.0,2
14280.0,2
14282.0,1
14284.0,0
14285.0,2
14287.0,2
14288.0,0
14289.0,0
14290.0,0
14291.0,1
14292.0,1
14293.0,0
14295.0,2
14297.0,0
14300.0,0
14301.0,2
14304.0,2
14305.0,1
14306.0,1
14307.0,1
14309.0,1
14311.0,0
14312.0,0
14314.0,2
14315.0,1
14317.0,2
14320.0,0
14321.0,0
14323.0,0
14326.0,0
14327.0,0
14329.0,1
14331.0,0
14332.0,0
14333.0,0
14334.0,1
14335.0,2
14336.0,0
14338.0,2
14339.0,0
14340.0,2
14341.0,1
14342.0,2
14344.0,0
14345.0,0
14346.0,2
14348.0,2
14349.0,0
14350.0,2
14352.0,0
14353.0,2
14354.0,0
14355.0,2
14356.0,0
14357.0,2
14359.0,0
14360.0,1
14362.0,2
14364.0,1
14367.0,1
14368.0,0
14371.0,2
14373.0,2
14375.0,0
14377.0,0
14379.0,0
14381.0,0
14382.0,2
14383.0,2
14385.0,0
14386.0,0
14387.0,0
14388.0,1
14389.0,1
14390.0,1
14393.0,2
14395.0,1
14396.0,0
14397.0,1
14400.0,0
14401.0,1
14403.0,0
14404.0,2
14406.0,2
14407.0,1
14408.0,0
14409.0,1
14410.0,1
14411.0,0
14412.0,0
14413.0,2
14414.0,1
14416.0,2
14418.0,0
14419.0,0
14420.0,2
14421.0,2
14422.0,1
14423.0,2
14426.0,1
14427.0,2
14428.0,2
14431.0,2
14432.0,2
14434.0,0
14436.0,2
14437.0,2
14438.0,2
14440.0,2
14441.0,1
14442.0,1
14443.0,0
14446.0,2
14447.0,2
14448.0,2
14449.0,2
14450.0,2
14451.0,0
14452.0,0
14453.0,2
14456.0,1
14457.0,0
14459.0,1
14460.0,0
14461.0,0
14462.0,1
14463.0,0
14465.0,2
14466.0,2
14467.0,0
14470.0,2
14472.0,2
14473.0,0
14474.0,0
14475.0,2
14476.0,2
14477.0,2
14479.0,2
14480.0,0
14481.0,0
14482.0,1
14483.0,2
14484.0,2
14485.0,0
14487.0,2
14488.0,0
14489.0,0
14491.0,2
14493.0,1
14494.0,0
14495.0,2
14496.0,0
14497.0,2
14498.0,2
14499.0,2
14500.0,2
14501.0,2
14502.0,1
14503.0,1
14504.0,2
14505.0,1
14506.0,0
14507.0,0
14508.0,2
14511.0,0
14512.0,2
14513.0,0
14514.0,2
14515.0,0
14517.0,2
14518.0,2
14520.0,2
14522.0,2
14523.0,0
14524.0,2
14525.0,1
14527.0,1
14528.0,0
14529.0,0
14530.0,0
14532.0,2
14533.0,2
14534.0,1
14535.0,1
14536.0,2
14537.0,2
14538.0,2
14539.0,2
14540.0,2
14541.0,2
14542.0,0
14543.0,1
14544.0,0
14546.0,1
14547.0,1
14548.0,0
14549.0,0
14550.0,0
14551.0,2
14552.0,0
14553.0,2
14554.0,1
14555.0,2
14557.0,2
14560.0,1
14561.0,2
14562.0,1
14565.0,1
14567.0,2
14569.0,2
14570.0,2
14572.0,1
14577.0,2
14578.0,0
14581.0,0
14582.0,2
14583.0,0
14584.0,2
14585.0,2
14586.0,0
14587.0,0
14589.0,2
14591.0,1
14592.0,2
14593.0,2
14594.0,0
14595.0,2
14597.0,0
14598.0,0
14600.0,0
14601.0,0
14603.0,2
14608.0,2
14609.0,1
14616.0,0
14618.0,0
14619.0,2
14620.0,0
14621.0,0
14622.0,0
14623.0,0
14624.0,0
14625.0,0
14626.0,1
14627.0,0
14628.0,0
14629.0,2
14631.0,0
14632.0,0
14633.0,2
14636.0,0
14638.0,2
14639.0,1
14640.0,1
14641.0,2
14642.0,0
14643.0,0
14644.0,0
14645.0,0
14647.0,2
14649.0,0
14651.0,2
14652.0,2
14653.0,0
14655.0,1
14656.0,2
14657.0,0
14658.0,2
14659.0,1
14660.0,0
14661.0,2
14662.0,2
14664.0,2
14665.0,0
14666.0,0
14669.0,0
14670.0,2
14672.0,2
14673.0,0
14675.0,0
14676.0,1
14681.0,2
14682.0,2
14684.0,2
14687.0,2
14688.0,1
14689.0,2
14690.0,0
14691.0,2
14692.0,0
14693.0,2
14696.0,0
14697.0,2
14698.0,2
14699.0,0
14700.0,2
14701.0,1
14702.0,1
14703.0,2
14704.0,0
14708.0,0
14709.0,1
14710.0,2
14711.0,1
14712.0,2
14713.0,1
14714.0,0
14715.0,0
14716.0,2
14719.0,0
14720.0,2
14722.0,2
14723.0,2
14725.0,0
14727.0,2
14729.0,0
14730.0,0
14731.0,0
14732.0,1
14735.0,1
14737.0,0
14738.0,2
14739.0,1
14740.0,2
14741.0,0
14744.0,0
14745.0,0
14747.0,0
14748.0,0
14752.0,2
14753.0,0
14754.0,0
14755.0,1
14756.0,2
14757.0,2
14758.0,2
14759.0,0
14760.0,0
14761.0,2
14762.0,0
14764.0,0
14765.0,2
14766.0,1
14768.0,2
14770.0,2
14772.0,2
14775.0,0
14776.0,1
14777.0,0
14778.0,2
14779.0,2
14780.0,0
14782.0,0
14784.0,2
14785.0,2
14788.0,2
14789.0,2
14790.0,2
14792.0,2
14793.0,2
14794.0,0
14795.0,2
14798.0,0
14799.0,0
14800.0,1
14801.0,2
14803.0,2
14804.0,2
14805.0,2
14806.0,2
14810.0,2
14813.0,2
14815.0,0
14816.0,2
14817.0,0
14818.0,2
14819.0,2
14820.0,2
14821.0,0
14823.0,2
14824.0,2
14825.0,0
14828.0,2
14829.0,2
14830.0,0
14834.0,1
14836.0,0
14837.0,2
14840.0,2
14841.0,1
14842.0,1
14844.0,1
14847.0,2
14849.0,1
14850.0,0
14851.0,0
14852.0,1
14853.0,0
14854.0,1
14855.0,2
14856.0,2
14857.0,0
14859.0,0
14860.0,2
14861.0,0
14862.0,0
14863.0,2
14865.0,2
14867.0,2
14868.0,1
14869.0,2
14870.0,0
14871.0,0
14873.0,2
14875.0,1
14878.0,2
14880.0,2
14881.0,2
14882.0,2
14883.0,2
14885.0,2
14886.0,2
14887.0,1
14888.0,0
14889.0,2
14890.0,2
14891.0,2
14893.0,0
14894.0,2
14896.0,2
14897.0,0
14898.0,2
14901.0,0
14902.0,0
14903.0,1
14904.0,0
14905.0,0
14907.0,1
14908.0,0
14910.0,2
14912.0,2
14913.0,2
14915.0,0
14916.0,0
14918.0,0
14920.0,0
14921.0,2
14923.0,2
14924.0,2
14929.0,0
14930.0,0
14931.0,0
14932.0,2
14934.0,0
14937.0,2
14944.0,1
14946.0,2
14947.0,0
14948.0,0
14950.0,2
14951.0,0
14953.0,0
14954.0,2
14957.0,2
14958.0,2
14959.0,2
14960.0,2
14961.0,1
14962.0,0
14963.0,2
14964.0,0
14965.0,2
14966.0,2
14967.0,2
14968.0,0
14970.0,2
14971.0,2
14972.0,0
14973.0,2
14974.0,0
14975.0,2
14976.0,2
14978.0,0
14981.0,2
14984.0,2
14985.0,2
14987.0,0
14988.0,2
14995.0,2
14997.0,0
14998.0,0
15000.0,2
15002.0,0
15004.0,2
15006.0,0
15007.0,2
15009.0,2
15010.0,2
15012.0,0
15014.0,2
15016.0,0
15017.0,2
15018.0,0
15019.0,2
15021.0,1
15022.0,2
15023.0,1
15024.0,0
15025.0,2
15026.0,0
15027.0,2
15028.0,2
15030.0,2
15031.0,0
15033.0,1
15034.0,1
15035.0,2
15036.0,0
15038.0,2
15041.0,0
15042.0,0
15043.0,0
15044.0,1
15045.0,0
15046.0,1
15047.0,0
15048.0,0
15049.0,2
15050.0,1
15051.0,2
15052.0,0
15053.0,0
15054.0,2
15057.0,2
15058.0,0
15059.0,2
15060.0,0
15062.0,2
15063.0,0
15065.0,1
15066.0,0
15067.0,2
15068.0,0
15069.0,0
15071.0,0
15073.0,0
15074.0,2
15075.0,2
15076.0,0
15079.0,2
15081.0,0
15083.0,0
15087.0,2
15088.0,0
15089.0,1
15090.0,2
15091.0,0
15092.0,0
15093.0,1
15095.0,2
15096.0,2
15097.0,0
15099.0,2
15100.0,0
15101.0,2
15103.0,0
15104.0,2
15105.0,0
15106.0,1
15107.0,0
15108.0,2
15109.0,2
15110.0,1
15111.0,0
15113.0,1
15114.0,1
15115.0,0
15116.0,2
15117.0,1
15119.0,2
15120.0,2
15121.0,2
15122.0,1
15123.0,0
15124.0,0
15127.0,0
15128.0,1
15129.0,1
15130.0,2
15132.0,2
15133.0,2
15134.0,0
15135.0,2
15136.0,2
15139.0,2
15140.0,0
15142.0,0
15143.0,2
15144.0,1
15145.0,0
15146.0,0
15147.0,0
15148.0,0
15149.0,2
15150.0,1
15152.0,1
15153.0,0
15154.0,2
15156.0,0
15157.0,1
15158.0,0
15160.0,2
15163.0,0
15164.0,2
15165.0,0
15167.0,2
15168.0,0
15171.0,0
15172.0,2
15174.0,2
15175.0,2
15178.0,2
15179.0,1
15180.0,0
15181.0,0
15182.0,0
15184.0,2
15185.0,2
15186.0,2
15187.0,1
15192.0,0
15193.0,0
15197.0,0
15198.0,2
15199.0,0
15201.0,1
15203.0,0
15204.0,2
15205.0,2
15206.0,0
15208.0,0
15210.0,2
15211.0,0
15212.0,0
15213.0,2
15214.0,0
15215.0,0
15216.0,0
15218.0,1
15219.0,2
15220.0,2
15221.0,2
15222.0,0
15223.0,0
15224.0,2
15225.0,0
15226.0,0
15227.0,0
15228.0,1
15230.0,0
15232.0,2
15234.0,0
15235.0,2
15236.0,0
15237.0,0
15238.0,0
15239.0,2
15240.0,1
15241.0,0
15243.0,0
15244.0,0
15245.0,1
15246.0,2
15247.0,0
15249.0,1
15252.0,2
15253.0,0
15254.0,2
15255.0,0
15256.0,2
15257.0,0
15258.0,2
15260.0,0
15261.0,0
15262.0,2
15263.0,2
15264.0,2
15265.0,0
15266.0,0
15267.0,2
